mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,0bn34nschy7771k
parameter_id,MGP_IMM_041_001
parameter_name,Total B cells - % of CD45+
pvalue,0.7835323
gene_accession_id,MGI:109356
gene_symbol,Snap23
