mouse_life_stage,E18.5
parameter_name,Resting CD8+ T cells - % of CD8+
gene_accession_id,MGI:1334458
gene_symbol,Pex19
pvalue,0.397287
parameter_id,MGP_MLN_014_001
mouse_strain,C57BL
analysis_id,2tw846pbo11u757
