gene_symbol,Ints7
analysis_id,te834tf6g0gb8g1
mouse_strain,C57BL
parameter_name,Anophthalmia
gene_accession_id,MGI:1924315
mouse_life_stage,E9.5
parameter_id,IMPC_GEO_048_002
pvalue,0.347702
