parameter_id,IMPC_GEP_017_001
mouse_life_stage,Late adult
gene_symbol,Tbl1xr1
mouse_strain,C57BL
pvalue,0.8005126
analysis_id,4xjlkl472xv2sg2
gene_accession_id,MGI:2441730
parameter_name,Facial Morphology
