parameter_id,IMPC_XRY_027_001
parameter_name,Joints
gene_symbol,Lpgat1
analysis_id,63vw9q3hl54x683
gene_accession_id,MGI:2446186
mouse_strain,C57BL
mouse_life_stage,E18.5
pvalue,0.6665525
