mouse_life_stage,E15.5
pvalue,0.4737717
gene_symbol,Mecom
parameter_name,Distance travelled - total
analysis_id,l6a233i1a2i84y4
mouse_strain,C57BL
gene_accession_id,MGI:95457
parameter_id,JAX_OFD_020_001
