parameter_id,IMPC_ECG_002_001
mouse_life_stage,Early adult
gene_symbol,Rhbg
pvalue,1.417538
parameter_name,HR
analysis_id,0z26p3v191c1461
mouse_strain,C57BL
gene_accession_id,MGI:1927379
