parameter_id,MGP_IMM_022_001
gene_accession_id,MGI:1274787
mouse_life_stage,Early adult
parameter_name,KLRG1+ gd T cells - % of gd T cells
pvalue,0.9906461
mouse_strain,C57BL
gene_symbol,Trdmt1
analysis_id,1c9114d437qzauu
