parameter_id,IMPC_IMM_065_001
parameter_name,B2B Cells
pvalue,0.474751
mouse_life_stage,Early adult
analysis_id,s6606on1tc7gk2w
gene_accession_id,MGI:88461
mouse_strain,C57BL
gene_symbol,Col6a3
