parameter_name,Eye
analysis_id,da7l75wk6517yqg
gene_symbol,Col6a3
parameter_id,M-G-P_013_001_001
mouse_life_stage,Early adult
pvalue,1.064489
mouse_strain,C57BL
gene_accession_id,MGI:88461
