gene_symbol,Cldn19
parameter_name,Fasted blood glucose concentration
pvalue,0.2395777
gene_accession_id,MGI:3033992
analysis_id,7si1709i01t04j3
parameter_id,IMPC_IPG_010_001
mouse_life_stage,Early adult
mouse_strain,C57BL
