mouse_life_stage,Late adult
parameter_id,IMPC_EYE_016_001
gene_accession_id,MGI:2446186
pvalue,0.09442634
analysis_id,4p948y6ud17h19i
mouse_strain,C57BL
parameter_name,Lens
gene_symbol,Lpgat1
