parameter_id,JAX_SLW_014_001
mouse_life_stage,E18.5
pvalue,0.5868022
mouse_strain,C57BL
analysis_id,bz23u6u86275gr6
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
parameter_name,Breath rate during sleep standard deviation
