gene_symbol,Tnfsf10
analysis_id,7h493p387y8n836
pvalue,0.3399155
parameter_id,MGP_CSD_015_001
gene_accession_id,MGI:107414
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Head coat/hair presence
