mouse_life_stage,Middle aged adult
parameter_id,MGP_IMM_010_001
analysis_id,yzbfc4hs25b5r6e
pvalue,0.3706853
gene_symbol,Hnf4a
parameter_name,Effector Treg cells - % of Treg
mouse_strain,C57BL
gene_accession_id,MGI:109128
