parameter_id,IMPC_IMM_047_001
pvalue,0.1635106
mouse_life_stage,Early adult
parameter_name,DN CD44+CD62L+ NKT cells
mouse_strain,C57BL
analysis_id,2u6011p6a047666
gene_accession_id,MGI:1860103
gene_symbol,Slc2a8
