parameter_id,IMPC_OFD_018_001
gene_accession_id,MGI:104848
mouse_strain,C57BL
analysis_id,ef1605s0o78as9y
parameter_name,Latency to center entry
pvalue,0.2855993
gene_symbol,Inpp1
mouse_life_stage,Early adult
