mouse_life_stage,Late adult
parameter_id,MGP_IMM_022_001
gene_symbol,Nucks1
parameter_name,KLRG1+ gd T cells - % of gd T cells
pvalue,0.08968788
mouse_strain,C57BL
analysis_id,88p32ss2rb8v0ea
gene_accession_id,MGI:1934811
