parameter_id,HRWLLA_OFD_007_001
analysis_id,f553448c65lw5q3
parameter_name,Whole arena resting time
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,PSD4
pvalue,0.6785363
gene_accession_id,MGI:2674093
