gene_symbol,Hspa5
mouse_life_stage,Early adult
parameter_id,TCPLA_CSD_030_001
pvalue,0.5546956
analysis_id,241p9h0v6jgqo7q
gene_accession_id,MGI:95835
parameter_name,Tremor
mouse_strain,C57BL
