parameter_id,IMPC_OFD_012_001
gene_symbol,Sprr1b
pvalue,0.06195608
mouse_life_stage,Early adult
analysis_id,8g198krruf27c11
gene_accession_id,MGI:106659
parameter_name,Periphery permanence time
mouse_strain,C57BL
