parameter_name,Periphery distance travelled
mouse_strain,C57BL
gene_symbol,AU040320
pvalue,0.6576446
parameter_id,HRWLLA_OFD_010_001
analysis_id,s0ucs3bl0a60421
gene_accession_id,MGI:2140475
mouse_life_stage,Early adult
