gene_symbol,Jun
parameter_name,BMC/Body weight
parameter_id,JAXLA_DXA_007_001
pvalue,0.1535683
gene_accession_id,MGI:96646
mouse_strain,C57BL
analysis_id,4ii3x410q35d4yb
mouse_life_stage,E15.5
