parameter_id,IMPC_EYE_006_001
parameter_name,Narrow eye opening
mouse_life_stage,Early adult
pvalue,0.6294343
analysis_id,l24uoi53fo56l39
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
Mouse_strain,C57BL
