parameter_id,HRWLLA_OFD_011_001
analysis_id,57oy791y24zd5lk
parameter_name,Periphery resting time
gene_symbol,NANP
mouse_life_stage,Early adult
gene_accession_id,MGI:1914561
mouse_strain,C57BL
pvalue,0.1536329
