parameter_id,IMPC_ECH_018_001
analysis_id,6dh4ewidv734865
gene_accession_id,MGI:96757
mouse_strain,C57BL
gene_symbol,Lcn2
pvalue,0.4003785
mouse_life_stage,Early adult
parameter_name,Respiration Rate
