gene_symbol,Rab13
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
parameter_id,MGP_PBI_010_001
gene_accession_id,MGI:1927232
analysis_id,133pwm762luy3h4
mouse_life_stage,Early adult
pvalue,0.2781832
mouse_strain,C57BL
