parameter_id,IMPC_OFD_012_001
pvalue,0.3779121
analysis_id,a5g7u332f9t0n4s
parameter_name,Periphery permanence time
mouse_life_stage,E18.5
mouse_strain,C57BL
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
