gene_symbol,Col11a1
pvalue,0.6060442
mouse_strain,C57BL
parameter_id,JAX_OFD_012_001
parameter_name,Periphery permanence time
gene_accession_id,MGI:88446
mouse_life_stage,Early adult
analysis_id,49srwj6a0y450m4
