mouse_strain,129SV
gene_symbol,Bpifa3
pvalue,0.8717665
parameter_id,MGP_PBI_035_001
gene_accession_id,MGI:1920638
parameter_name,IgD+ mature B cell number
mouse_life_stage,Early adult
analysis_id,ls369d9066s37vz
