parameter_name,Startle response
parameter_id,IMPC_CSD_036_001
mouse_life_stage,Early adult
analysis_id,onv300u1pn7vw6b
gene_symbol,Lpgat1
pvalue,0.9644932
mouse_strain,C57BL
gene_accession_id,MGI:2446186
