parameter_id,MGP_MLN_074_001
pvalue,0.9908452
mouse_life_stage,E12.5
gene_symbol,Bmi1
analysis_id,vp36903zk99wmn8
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_strain,C57BL
gene_accession_id,MGI:88174
