gene_symbol,AU040320
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_023_001
mouse_strain,C57BL
parameter_name,Vibrissae - presence
pvalue,0.7645901
analysis_id,0fe920ynqp94g37
gene_accession_id,MGI:2140475
