gene_symbol,Dnajc6
gene_accession_id,MGI:1919935
analysis_id,22834eq07t20zo2
parameter_name,Eye
pvalue,0.7772678
parameter_id,M-G-P_013_001_001
mouse_strain,C57BL
mouse_life_stage,Early adult
