gene_symbol,Ints7
pvalue,0.05400509
parameter_id,JAXLA_CBC_015_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,60s65qw96k0410a
gene_accession_id,MGI:1924315
parameter_name,Total cholesterol
