gene_symbol,Zmynd8
parameter_id,MGP_MLN_093_001
mouse_strain,129SV
pvalue,0.7976914
analysis_id,524krz2zqe9s111
parameter_name,KLRG1+ NK cells - % of CD45+
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
