parameter_id,JAX_LDT_002_001
parameter_name,Light side time spent
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3812123
gene_accession_id,MGI:2651854
analysis_id,3m8wbw2ldz039lc
gene_symbol,Atg4c
