pvalue,0.3475876
mouse_life_stage,Early adult
parameter_id,IMPC_GPO_002_001
analysis_id,q45j8n1436265c3
mouse_strain,C57BL
gene_symbol,Mapkap1
parameter_name,Placenta Morphology
gene_accession_id,MGI:2444554
