parameter_id,IMPC_GEP_017_001
parameter_name,Facial Morphology
mouse_strain,C57BL
gene_accession_id,MGI:1914437
mouse_life_stage,Early adult
pvalue,0.9221233
analysis_id,qaza8t69t5329p0
gene_symbol,Zmynd19
