parameter_id,HMGULA_CBC_017_001
pvalue,0.8259201
analysis_id,17c86fm21i0ewxl
gene_accession_id,MGI:3616086
mouse_strain,C57BL
gene_symbol,Kcng1
mouse_life_stage,Early adult
parameter_name,Triglycerides
