parameter_id,ESLIM_011_001_010
pvalue,0.9739558
gene_accession_id,MGI:1914583
mouse_life_stage,Early adult
analysis_id,j3bb2394tv291p7
parameter_name,PP4 + pulse startle magnitude
gene_symbol,Stk35
mouse_strain,C57BL
