parameter_id,IMPC_GEP_017_001
analysis_id,k3627rwz4njef99
gene_accession_id,MGI:1921262
mouse_strain,C57BL
pvalue,0.4057436
mouse_life_stage,Early adult
gene_symbol,Rap2b
parameter_name,Facial Morphology
