parameter_id,IMPC_ABR_010_001
pvalue,0.3389939
parameter_name,24kHz-evoked ABR Threshold
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:2446274
analysis_id,15s4iq7vg8753b5
gene_symbol,Frmpd1
