parameter_id,IMPC_ECH_008_001
pvalue,0.2945509
gene_symbol,Rab22a
gene_accession_id,MGI:105072
mouse_strain,C57BL
parameter_name,LVIDd
mouse_life_stage,Early adult
analysis_id,474743969c98tvz
