mouse_life_stage,Late adult
pvalue,0.2614076
mouse_strain,C57BL
parameter_name,Spleen weight
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
parameter_id,UCD_OWT_003_001
analysis_id,3s53n1gk342805d
