parameter_name,Distance travelled - total
pvalue,0.6158231
gene_accession_id,MGI:1328306
gene_symbol,Orc2
mouse_strain,C51BL
parameter_id,HRWLLA_OFD_020_001
analysis_id,0k0m85tb4005865
mouse_life_stage,E9.5
