parameter_name,Lean/Body weight
pvalue,0.05882647
mouse_life_stage,Early adult
gene_symbol,Kdm5b
gene_accession_id,MGI:1922855
mouse_strain,C57BL
parameter_id,ESLIM_005_001_702
analysis_id,21aaeu211ke9z4e
