gene_symbol,Dnajc8
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
analysis_id,2o47876m52o3434
mouse_strain,C57BL
pvalue,0.1648569
parameter_name,Monocytes
parameter_id,IMPC_IMM_051_001
