parameter_id,IMPC_XRY_023_001
gene_symbol,Col6a3
gene_accession_id,MGI:88461
parameter_name,Ulna
analysis_id,jv3z39al5ig4wd3
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6259483
