parameter_id,IMPC_EYE_059_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Mean right eye lens density
gene_accession_id,MGI:1919949
pvalue,0.6276114
analysis_id,9sl6n343764iwc1
gene_symbol,Lime1
