gene_symbol,Arpc5l
mouse_strain,C57BL
pvalue,0.7359888
mouse_life_stage,Early adult
analysis_id,7f1fw7kii3k93xc
parameter_id,IMPC_CBC_004_001
gene_accession_id,MGI:1921442
parameter_name,Urea (Blood Urea Nitrogen - BUN)
