gene_symbol,Mapkap1
mouse_life_stage,E12.5
analysis_id,71u1fn6h45535kf
parameter_id,MGP_IMM_076_001
mouse_strain,C57BL
parameter_name,Total Treg cells - % of CD45+
gene_accession_id,MGI:2444554
pvalue,0.8537343
