gene_symbol,Nanp
analysis_id,h2q4ksg3w2t5w52
pvalue,0.837808
parameter_id,MGP_IMM_110_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Transitional 1 B cells - % of CD45+
gene_accession_id,MGI:1914561
