parameter_name,Whole arena resting time
pvalue,0.812721
gene_accession_id,MGI:1336200
gene_symbol,Hpca
mouse_life_stage,Middle aged adult
parameter_id,JAXLA_OFD_007_001
analysis_id,1t20j2g2x7h4mvo
mouse_strain,C57BL
