pvalue,0.1622124
analysis_id,fn0y4f9himx96kr
mouse_strain,C57BL
parameter_name,NKT cells (panel A)
gene_accession_id,MGI:2140475
parameter_id,IMPC_IMM_004_001
mouse_life_stage,Early adult
gene_symbol,AU040320
