gene_symbol,Jun
mouse_life_stage,E9.5
pvalue,0.5848089
parameter_name,Fractional Shortening
parameter_id,IMPC_ECH_005_001
analysis_id,2k455v2w6x07dq2
mouse_strain,C57BL
gene_accession_id,MGI:96646
