parameter_id,IMPC_ECG_005_001
analysis_id,2m09vdu0vv957ws
mouse_life_stage,E12.5
pvalue,0.2090268
gene_symbol,Mecom
gene_accession_id,MGI:95457
mouse_strain,C57BL
parameter_name,PQ
