gene_symbol,Zmynd8
mouse_strain,129SV
pvalue,0.5314897
analysis_id,o916jz26uosg9p6
parameter_name,Thyroxine
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_053_001
