gene_symbol,Snap23
mouse_strain,C57BL
parameter_id,JAX_OFD_014_001
mouse_life_stage,Early adult
parameter_name,Center distance travelled
analysis_id,xt818p682pv3n89
gene_accession_id,MGI:109356
pvalue,0.6165091
