parameter_id,JAXLA_CSD_022_001
analysis_id,h44qkc44ssi1l74
parameter_name,Hindlimbs - size
gene_accession_id,MGI:2674093
mouse_strain,C57BL
gene_symbol,Psd4
pvalue,0.3966832
mouse_life_stage,Early adult
