parameter_id,JAX_OFD_021_001
mouse_strain,C57BL
pvalue,0.818867
analysis_id,77h3v91910i9za5
gene_symbol,Mecom
mouse_life_stage,E12.5
gene_accession_id,MGI:95457
parameter_name,Number of rears - total
