parameter_name,White blood cell count
analysis_id,9p8eb24u031y239
mouse_life_stage,Early adult
gene_symbol,Opn3
gene_accession_id,MGI:1338022
parameter_id,HMGULA_HEM_001_001
pvalue,0.2043688
mouse_strain,C53BL
