gene_symbol,Ssr2
pvalue,0.7347882
mouse_strain,C57BL
parameter_id,JAX_URI_002_001
gene_accession_id,MGI:1913506
parameter_name,Creatinine
mouse_life_stage,Early adult
analysis_id,5b3567nqwl7tk17
