gene_symbol,Lpgat1
analysis_id,5077z2yg7289009
parameter_name,Placenta Morphology
parameter_id,IMPC_GPO_002_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2446186
pvalue,0.6834704
